,id
2911,course-v1:JaverianaX+GAPx+1T2024
2912,course-v1:JaverianaX+GDD1.1x+1T2024
2913,course-v1:JaverianaX+GEx1.1+1T2024
2914,course-v1:JaverianaX+Illus1061x+1T2024
2915,course-v1:JaverianaX+IMP1.0x+1T2024
2916,course-v1:JaverianaX+PHSx+1T2024
2917,course-v1:JaverianaX+SMAx+1T2024
2918,course-v1:JaverianaX+TDPx+1T2024
2919,course-v1:JaverianaX+Ven2.2x+1T2024
2920,course-v1:JesusCollege+JCedX004+1T2024
2921,course-v1:JesusCollegeCambridge+GGDx+2T2023
2922,course-v1:JesusCollegeCambridge+JCedX001+3T2023
2923,course-v1:JesusCollegeCambridge+JCedX002+3T2023
2924,course-v1:JReidInDeed+BC24PTFSF+2T2023
2925,course-v1:JuranX+DPS2023.1x+1T2023
2926,course-v1:JuranX+HTS20231x+3T2023
2927,course-v1:JuranX+LSSBB.1x+1T2022
2928,course-v1:JuranX+LSSBB.2X+2T2022
2929,course-v1:KAUST+EC100+2T2022
2930,course-v1:Kings+SB.1+1T2028
2931,course-v1:KironX+X1+3T2017a
2932,course-v1:KULeuvenX+AIHEALTHx+1T2024
2933,course-v1:KULeuvenX+BrewingX+3T2023
2934,course-v1:KULeuvenX+ClinutriX+1T2025
2935,course-v1:KULeuvenX+ECSIx+3T2023
2936,course-v1:KULeuvenX+EUROGOVx+1T2023
2937,course-v1:KULeuvenX+EUROHISx+1T2023
2938,course-v1:KULeuvenX+EUROLAWx+1T2023
2939,course-v1:KULeuvenX+EWBCx+3T2023
2940,course-v1:KULeuvenX+GCSSx+1T2024
2941,course-v1:KULeuvenX+GLOBEx+1T2023
2942,course-v1:KULeuvenX+IrriX+3T2023
2943,course-v1:KULeuvenX+M4CMATHx+3T2023
2944,course-v1:KULeuvenX+MICROx+3T2023
2945,course-v1:KULeuvenX+MUSRESx+3T2023
2946,course-v1:KULeuvenX+RECONNECTx+3T2023
2947,course-v1:KULeuvenX+RESETHICSx+3T2023
2948,course-v1:KULeuvenX+SUSTRADEx+3T2022
2949,course-v1:KULeuvenX+UFSx+3T2023
2950,course-v1:KULeuvenX+UMLx+3T2023
2951,course-v1:KULeuvenX+UNSDGx+3T2022
2952,course-v1:KULeuvenX+WISSx+3T2023
2953,course-v1:KUx+BC24CYB+2T2022s
2954,course-v1:KUx+BC24DV+2T2022q
2955,course-v1:KUx+BC24PTFSF+2T2022z
2956,course-v1:KUx+BC24TPM+2T2022e
2957,course-v1:KUx+BC24UX+1T2023b
2958,course-v1:KUx+KUTIPy23+1T2024a
2959,course-v1:KUx+MBC10MLAISP+2T2023i
2960,course-v1:KUx_SL+KUTIPy23+1T2024
2961,course-v1:KyotoX+008x+3T2016
2962,course-v1:LaSalleX+GAD100+3T2021
2963,course-v1:LaSalleX+GAD100.1x+2T2023
2964,course-v1:LaSalleX+GAD100.2x+2T2023
2965,course-v1:LaSalleX+GAD100.3x+2T2023
2966,course-v1:LaSalleX+GAD110.1x+2T2023
2967,course-v1:LaSalleX+GAD110.2x+2T2023
2968,course-v1:LaSalleX+GAD110.3x+2T2023
2969,course-v1:LaSalleX+GAD130.1x+2T2023
2970,course-v1:LaSalleX+GAD130.2X+2T2023
2971,course-v1:LaSalleX+GAD130.3x+2T2023
2972,course-v1:LaSalleX+LaSalleTestX+Test
2973,course-v1:LCIEducation+100.1x+3T2023
2974,course-v1:LCIEducation+100.2x+3T2023
2975,course-v1:LCIEducation+100.3x+3T2023
2976,course-v1:LCIEducation+110.1x+3T2023
2977,course-v1:LCIEducation+110.2x+3T2023
2978,course-v1:LCIEducation+110.3x+3T2023
2979,course-v1:LCIEducation+120.1x+1T2024
2980,course-v1:LCIEducation+120.2x+1T2024
2981,course-v1:LCIEducation+130.1x+3T2023
2982,course-v1:LCIEducation+130.2x+3T2023
2983,course-v1:LCIEducation+130.3x+3T2023
2984,course-v1:LCIEducation+140.1x+3T2024
2985,course-v1:LCIEducation+140.2x+3T2024
2986,course-v1:LCIEducation+150.1x+3T2024
2987,course-v1:LCIEducation+150.2X+3T2024
2988,course-v1:LCIEducation+200.1x+1T2024
2989,course-v1:LCIEducation+200.2X+2T2024
2990,course-v1:LCIEducation+200.3x+2T2024
2991,course-v1:LCIEducation+200.4x+2T2024
2992,course-v1:LCIEducation+200.5x+2T2024
2993,course-v1:LehighX+Econ100+3T2023
2994,course-v1:LehighX+LTC101+1T2030
2995,course-v1:LehighX+Python100+3T2023
2996,course-v1:LehighX+Stats100+3T2023
2997,course-v1:LEORON+CMM01+1T2024
2998,course-v1:LEORON+CMM02+1T2024
2999,course-v1:LEORON+CMM03+1T2024
3000,course-v1:LEORON+CMM04+1T2024
3001,course-v1:LEORON+CMM04+2T2023a
3002,course-v1:LEORON+FM01+1T2024a
3003,course-v1:LEORON+FM02+1T2024a
3004,course-v1:LEORON+FM03+1T2024
3005,course-v1:LEORON+FM04+1T2024
3006,course-v1:LEORON+GRC01+1T2024
3007,course-v1:LEORON+GRC02+1T2024
3008,course-v1:LEORON+GRC03+1T2024
3009,course-v1:LEORON+HRM01+1T2024
3010,course-v1:LEORON+HRM02+1T2024
3011,course-v1:LEORON+HRM03+1T2024
3012,course-v1:LEORON+HRM03+2T2023a
3013,course-v1:LEORON+HRM04+1T2024
3014,course-v1:LEORON+HRM05+1T2024
3015,course-v1:LEORON+SPM01+1T2024
3016,course-v1:LEORON+SPM02+1T2024
3017,course-v1:LEORON+SPM03+1T2024
3018,course-v1:LEORON+SPM04+1T2024
3019,course-v1:LEORON+test1+1T2028
3020,course-v1:LinuxFoundationX+LFD104-JPx+2T2023
3021,course-v1:LinuxFoundationX+LFD104x+3T2023
3022,course-v1:LinuxFoundationX+LFD105-JPx+2T2023
3023,course-v1:LinuxFoundationX+LFD105x+3T2023
3024,course-v1:LinuxFoundationX+LFD106-JPx+2T2023
3025,course-v1:LinuxFoundationX+LFD106x+3T2023
3026,course-v1:LinuxFoundationX+LFD107x+2T2023
3027,course-v1:LinuxFoundationX+LFD108x+2T2023
3028,course-v1:LinuxFoundationX+LFD109x+2T2023
3029,course-v1:LinuxFoundationX+LFD110x+1T2024
3030,course-v1:LinuxFoundationX+LFD111x+1T2024
3031,course-v1:LinuxFoundationX+LFD112x+1T2024
3032,course-v1:LinuxFoundationX+LFD113x+2T2023
3033,course-v1:LinuxFoundationX+LFD115x+1T2024
3034,course-v1:LinuxFoundationX+LFD117x+3T2022
3035,course-v1:LinuxFoundationX+LFD119x+2T2023
3036,course-v1:LinuxFoundationX+LFD122x+3T2022
3037,course-v1:LinuxFoundationX+LFD132x+1T2023
3038,course-v1:LinuxFoundationX+LFD133x+2T2023
3039,course-v1:LinuxFoundationX+LFD134x+1T2024
3040,course-v1:LinuxFoundationX+LFQ103x+1T2023
3041,course-v1:LinuxFoundationX+LFS101x+1T2023
3042,course-v1:LinuxFoundationX+LFS101x.2+1T2016
3043,course-v1:LinuxFoundationX+LFS105x+2T2016
3044,course-v1:LinuxFoundationX+LFS110x+1T2024
3045,course-v1:LinuxFoundationX+LFS111x+1T2023
3046,course-v1:LinuxFoundationX+LFS112x+1T2023
3047,course-v1:LinuxFoundationX+LFS113x+2T2023
3048,course-v1:LinuxFoundationX+LFS115x+3T2022
3049,course-v1:LinuxFoundationX+LFS116x+3T2022
3050,course-v1:LinuxFoundationX+LFS118x+2T2023
3051,course-v1:LinuxFoundationX+LFS141x+1T2023
3052,course-v1:LinuxFoundationX+LFS142x+3T2022
3053,course-v1:LinuxFoundationX+LFS143x+3T2023
3054,course-v1:LinuxFoundationX+LFS144x+3T2022
3055,course-v1:LinuxFoundationX+LFS146x+2T2023
3056,course-v1:LinuxFoundationX+LFS147x+1T2024
3057,course-v1:LinuxFoundationX+LFS151.x+2T2023
3058,course-v1:LinuxFoundationX+LFS151x+2T2016
3059,course-v1:LinuxFoundationX+LFS153x+3T2023
3060,course-v1:LinuxFoundationX+LFS156x+3T2022
3061,course-v1:LinuxFoundationX+LFS157x+3T2023
3062,course-v1:LinuxFoundationX+LFS158x+1T2024
3063,course-v1:LinuxFoundationX+LFS162x+1T2024
3064,course-v1:LinuxFoundationX+LFS164x+3T2022
3065,course-v1:LinuxFoundationX+LFS165x+1T2023
3066,course-v1:LinuxFoundationX+LFS166x+2T2023
3067,course-v1:LinuxFoundationX+LFS167x+2T2023
3068,course-v1:LinuxFoundationX+LFS170x+1T2023
3069,course-v1:LinuxFoundationX+LFS171x+2T2023
3070,course-v1:LinuxFoundationX+LFS172x+1T2023
3071,course-v1:LinuxFoundationX+LFS173x+1T2023
3072,course-v1:LinuxFoundationX+LFS175x+3T2023
3073,course-v1:LinuxFoundationX+LFS176x+3T2023
3074,course-v1:LinuxFoundationX+LFS178x+1T2024
3075,course-v1:LinuxFoundationX+LFS180x+3T2023
3076,course-v1:LinuxFoundationX+LFS182x+1T2024
3077,course-v1:LinuxFoundationX+LFS182x+2T2022
3078,course-v1:LinuxFoundationX+LFS183x+3T2023
3079,course-v1:LinuxFoundationX+LFS203x+1T2024
3080,course-v1:LinuxFoundationX+LFW111x+3T2023
3081,course-v1:LinuxFoundationX_UPValenciaX+LF-UPV-101x+1T2024
3082,course-v1:logycaX+ACP001+2T2023
3083,course-v1:logycaX+ACP002+2T2023
3084,course-v1:logycaX+ACP004+1T2023
3085,course-v1:logycaX+BPCEDIS01+3T2023
3086,course-v1:logycaX+CD2D01+2T2023
3087,course-v1:logycaX+DPD001+1T2023
3088,course-v1:logycaX+DPD001+3T2023
3089,course-v1:logycaX+EC01+2T2023
3090,course-v1:logycaX+ECLLM002+2T2023
3091,course-v1:logycaX+FE001+1T2023a
3092,course-v1:logycaX+FGI01+3T2023
3093,course-v1:logycaX+FL01+3T2023
3094,course-v1:logycaX+FLH005+2T2023
3095,course-v1:logycaX+GDM01+1T2023
3096,course-v1:logycaX+GDR01+1T2024
3097,course-v1:logycaX+HCO002+2T2023
3098,course-v1:logycaX+INNO01+2T2023
3099,course-v1:logycaX+IPM002+2T2023
3100,course-v1:logycaX+LAS01+2T2023
3101,course-v1:logycaX+LF01+2T2023
3102,course-v1:logycaX+LFE001+2T2023
3103,course-v1:logycaX+LOECOM01+2T2023
3104,course-v1:logycaX+LR006+2T2023
3105,course-v1:logycaX+PBCO001+1T2023
3106,course-v1:logycaX+PLM001+2T2023
3107,course-v1:logycaX+PLM002+3T2023
3108,course-v1:logycaX+PLM003+3T2023
3109,course-v1:logycaX+PLM004+2T2023
3110,course-v1:logycaX+PM002+3T2023
3111,course-v1:logycaX+RLH_001+2T2023
3112,course-v1:logycaX+SCD_01+2T2023
3113,course-v1:logycaX+TRAZA01+1T2023
3114,course-v1:logycaX+UDI01+1T2024
3115,course-v1:LouvainX+DAHx+3T2016
3116,course-v1:LouvainX+Louv10x+3T2023
3117,course-v1:LouvainX+Louv11x+3T2023
3118,course-v1:LouvainX+Louv12.1x_E+1T2024
3119,course-v1:LouvainX+Louv12.1x_F+1T2024
3120,course-v1:LouvainX+Louv12.2x_E+1T2024
3121,course-v1:LouvainX+Louv12.2x_F+1T2024
3122,course-v1:LouvainX+Louv13x+3T2023
3123,course-v1:LouvainX+Louv14x+3T2023
3124,course-v1:LouvainX+Louv16x+3T2023
3125,course-v1:LouvainX+Louv17.1x+3T2023
3126,course-v1:LouvainX+Louv17.2x+3T2023
3127,course-v1:LouvainX+Louv18x+3T2021
3128,course-v1:LouvainX+Louv20x+3T2023
3129,course-v1:LouvainX+Louv21x+3T2023a
3130,course-v1:LouvainX+Louv21x_E+3T2023
3131,course-v1:LouvainX+Louv22x+3T2023
3132,course-v1:LouvainX+Louv24x+3T2023
3133,course-v1:LouvainX+Louv25.1x+3T2023
3134,course-v1:LouvainX+Louv25.2x+3T2023
3135,course-v1:LouvainX+Louv26x+3T2023
3136,course-v1:LouvainX+Louv27x+3T2023
3137,course-v1:LouvainX+Louv28x+3T2023
3138,course-v1:LouvainX+Louv29x+1T2024
3139,course-v1:LouvainX+Louv2x+3T2023
3140,course-v1:LouvainX+Louv30x+3T2023
3141,course-v1:LouvainX+Louv31x+1T2024
3142,course-v1:LouvainX+Louv32x+1T2024
3143,course-v1:LouvainX+Louv33x+1T2024
3144,course-v1:LouvainX+Louv34x+1T2024
3145,course-v1:LouvainX+Louv35x+1T2024
3146,course-v1:LouvainX+Louv3x+3T2023a
3147,course-v1:LouvainX+Louv3x_E+3T2023
3148,course-v1:LouvainX+Louv5x+3T2023
3149,course-v1:LouvainX+Louv6x+3T2023
3150,course-v1:LouvainX+Louv7x+1T2024
3151,course-v1:LouvainX+Louv8x_F+1T2024
3152,course-v1:LSE+BEP+1T2024
3153,course-v1:LSE+BEP+2T2024
3154,course-v1:LSE+BIW+1T2024
3155,course-v1:LSE+BIW+2T2024
3156,course-v1:LSE+DAM+1T2024b
3157,course-v1:LSE+DIT+2T2024a
3158,course-v1:LSE+DML+1T2024
3159,course-v1:LSE+DVA+2T2024
3160,course-v1:LSE+ENF+1T2024
3161,course-v1:LSE+ENF+3T2024
3162,course-v1:LSE+ETAI+1T2024a
3163,course-v1:LSE+FIM+2T2024
3164,course-v1:LSE+HEP+2T2024
3165,course-v1:LSE+IDE+1T2024
3166,course-v1:LSE+IDE+2T2024
3167,course-v1:LSE+LCPAMN+1T2024
3168,course-v1:LSE+LCPAMN+2T2024
3169,course-v1:LSE+LEC+1T2024a
3170,course-v1:LSE+LGD+2T2024
3171,course-v1:LSE+LOC+1T2024
3172,course-v1:LSE+LOC+2T2024
3173,course-v1:LSE+LSEINT002+3T2023
3174,course-v1:LSE+LSEMSPExam+3T2023
3175,course-v1:LSE+LSEMT001+1T2023
3176,course-v1:LSE+LSEMT001b+1T2027
3177,course-v1:LSE+LSEMT105a+3T2023
3178,course-v1:LSE+LSEMT105b+3T2023
3179,course-v1:LSE+LSEST104a1+3T2023
3180,course-v1:LSE+LSEST104a2+3T2023
3181,course-v1:LSE+LSEST104b1+3T2023
3182,course-v1:LSE+LSEST104b2+3T2023
3183,course-v1:LSE+LSESTPExam+3T2023
3184,course-v1:LSE+MFE+1T2024a
3185,course-v1:LSE+MNL+1T2024
3186,course-v1:LSE+MNL+2T2024
3187,course-v1:LSE+MPT+2T2024
3188,course-v1:LSE+PPA+1T2024a
3189,course-v1:LSE+PPA+2T2024
3190,course-v1:LSE+PPI+1T2024a
3191,course-v1:LSE+PPI+3T2024
3192,course-v1:LSE+PRE+1T2024a
3193,course-v1:LSE+PRE+1T2024b
3194,course-v1:LSE+PRN+1T2024
3195,course-v1:LSE+PRN+2T2024
3196,course-v1:LSE+RCH+2T2024
3197,course-v1:LSE+RCM+2T2024
3198,course-v1:LSE+RCR+1T2024
3199,course-v1:LSE+RCR+2T2024
3200,course-v1:LSE+REF+1T2024a
3201,course-v1:LSE+REF+2T2024a
3202,course-v1:LSE+SCN+2T2024
3203,course-v1:LSE+SCOM+1T2024
3204,course-v1:LSE+SCOM+2T2024
3205,course-v1:LSE+SEN+2T2024a
3206,course-v1:LSE+SSB+2T2024
3207,course-v1:LSE+TEM+1T2024
3208,course-v1:LSE+TEM+3T2024
3209,course-v1:LTTx+M01x+2T2023a
3210,course-v1:LTTx+M02x+2T2023a
3211,course-v1:MandarinX+MX501x+1T2023
3212,course-v1:MandarinX+MX502X+1T2023
3213,course-v1:MandarinX+MX503x+1T2023
3214,course-v1:MandarinX+MX504x+1T2023
3215,course-v1:MandarinX+MX505x+1T2023
3216,course-v1:MandarinX+MX601x+1T2024
3217,course-v1:MathWorks+intro_matlab+2T2021
3218,course-v1:MathWorks+modelsim1+1T2023
3219,course-v1:MathWorks+modelsim2+2T2023
3220,course-v1:MathWorks+modelsim3+2T2023
3221,course-v1:MathWorks+modelsim4+2T2023
3222,course-v1:MathWorks+mw_test+2021
3223,course-v1:McGillX+POP123x+1T2017
3224,course-v1:MDAndersonX+CERTaIN.1x+3T2022
3225,course-v1:MDAndersonX+CERTaIN.2x+3T2022
3226,course-v1:MDAndersonX+CERTaIN.3x+3T2022
3227,course-v1:MDAndersonX+CERTaIN.4x+3T2022
3228,course-v1:MDAndersonX+CERTaIN.5x+3T2022
3229,course-v1:Meta+Spark101+2T2022
3230,course-v1:Meta+Spark102+2T2022
3231,course-v1:Meta+Spark201+3T2022
3232,course-v1:Meta+Spark202+3T2022
3233,course-v1:MexicoX+ETV.001+3T2015
3234,course-v1:MexicoX+IF01x+3T2015
3235,course-v1:MGH_Institute+DA-600+1T2024
3236,course-v1:MGH_Institute+DA-601+1T2024
3237,course-v1:MGH_Institute+DA-602+2T2024
3238,course-v1:MGH_Institute+DA-603+2T2024
3239,course-v1:MGH_Institute+DA-604+2T2024
3240,course-v1:MGH_Institute+Test_Course+2T2027
3241,course-v1:MICA+SBMC+1T2023
3242,course-v1:MichiganStateUniversity+BC18DMKT+2T2022d
3243,course-v1:MichiganStateUniversity+BC24AI+2T2023
3244,course-v1:MichiganStateUniversity+BC24CYB+2T2022f
3245,course-v1:MichiganStateUniversity+BC24DV+2T2022g
3246,course-v1:MichiganStateUniversity+BC24PTFSF+2T2022h
3247,course-v1:MichiganStateUniversity+MBC10MLAISP+2T2023b
3248,course-v1:MichiganX+ArtsAdminX+2T2023
3249,course-v1:MichiganX+CommunityX+2T2023
3250,course-v1:MichiganX+CSMM.103x+1T2017
3251,course-v1:MichiganX+CSMM.104x+1T2017
3252,course-v1:MichiganX+dj4e101x+2T2023
3253,course-v1:MichiganX+dj4e102x+2T2023
3254,course-v1:MichiganX+dj4e103x+2T2023
3255,course-v1:MichiganX+dj4e104x+2T2023
3256,course-v1:MichiganX+dj4e104x+3T2023
3257,course-v1:MichiganX+DS101x+2T2023
3258,course-v1:MichiganX+FIN101x+2T2022
3259,course-v1:MichiganX+GL101x+2T2023
3260,course-v1:MichiganX+InjuryPreventionX+1T2021
3261,course-v1:MichiganX+InjuryPreventionX+1T2024
3262,course-v1:MichiganX+LitSearchx+2T2023
3263,course-v1:MichiganX+OpioidCrisis+1T2023
3264,course-v1:MichiganX+PG4E501x+2T2023
3265,course-v1:MichiganX+PG4E502x+2T2023
3266,course-v1:MichiganX+PG4E503x+2T2023
3267,course-v1:MichiganX+PG4E504x+2T2023
3268,course-v1:MichiganX+phy801x+1T2017
3269,course-v1:MichiganX+PUBLIB601x+2T2023
3270,course-v1:MichiganX+PUBLIB602x+2T2023
3271,course-v1:MichiganX+PUBLIB603x+2T2023
3272,course-v1:MichiganX+PUBLIB604x+2T2023
3273,course-v1:MichiganX+PUBLIB605x+2T2023
3274,course-v1:MichiganX+PUBLIB606x+2T2023
3275,course-v1:MichiganX+PUBLIB607x+2T2023
3276,course-v1:MichiganX+PUBLIB608x+2T2023
3277,course-v1:MichiganX+py4e101x+2T2023
3278,course-v1:MichiganX+py4e102x+2T2023
3279,course-v1:MichiganX+py4e102x.es+2T2023
3280,course-v1:MichiganX+SN401x+2T2023a
3281,course-v1:MichiganX+SN401x.es+2T2023
3282,course-v1:MichiganX+Storytelling101x+2T2023
3283,course-v1:MichiganX+UXD1+3T2016
3284,course-v1:MichiganX+UXR1+3T2016
3285,course-v1:MichiganX_USMx+IPE699x+2T2023
3286,course-v1:Microsoft+DAT203.2x+1T2016
3287,course-v1:Microsoft+DAT216x+4T2016
3288,course-v1:Microsoft+DEV204.1+4T2017
3289,course-v1:Microsoft+DEV206x+1T2016
3290,course-v1:Microsoft+DEV210.3x+3T2016
3291,course-v1:Microsoft+DEV219x+1T2017
3292,course-v1:Microsoft+DEV226x+2T2017
3293,course-v1:Microsoft+DEV227x+3T2017
3294,course-v1:Microsoft+DEV228x+3T2017
3295,course-v1:Microsoft+DEV229x+3T2017
3296,course-v1:Microsoft+DEV230x+3T2017
3297,course-v1:Microsoft+DEV231x+3T2017
3298,course-v1:Microsoft+DEV232x+3T2016
3299,course-v1:Microsoft+DEVOPS200x+4T2017
3300,course-v1:Microsoft+DIS50x.1+1T2016
3301,course-v1:Microsoft+DL03x+2016_T1
3302,course-v1:Microsoft+INF262x+4T2017
3303,course-v1:Microsoft+INF999x+2T2018
3304,course-v1:Microsoft+Test001x+2T2020
3305,course-v1:MindEdge+1+3T2023c
3306,course-v1:MindEdge+2+3T2023d
3307,course-v1:MindEdge+3+3T2023e
3308,course-v1:MindEdge+4+1T2024e
3309,course-v1:MindEdge+5+1T2024b
3310,course-v1:MindEdge+6+1T2024d
3311,course-v1:MindEdge+7+1T2024b
3312,course-v1:MITx+10.50x+3T2018
3313,course-v1:MITx+11.024x+2T2024
3314,course-v1:MITx+11.449x+2T2023
3315,course-v1:MITx+15.038x+3T2024
3316,course-v1:MITx+15.356.1x+2T2023
3317,course-v1:MITx+15.356.2x+2T2023
3318,course-v1:MITx+15.390.1x+1T2018
3319,course-v1:MITx+15.390.1x_2+3T2016
3320,course-v1:MITx+15.390.1_SPA+1T2018
3321,course-v1:MITx+15.390.2x_2+3T2016
3322,course-v1:MITx+15.390.2x_SPA+2T1015
3323,course-v1:MITx+15.415.1x+3T2024
3324,course-v1:MITx+15.415.2x+2T2024
3325,course-v1:MITx+15.435x+3T2024
3326,course-v1:MITx+15.455x+2T2024
3327,course-v1:MITx+15.516x+1T2024
3328,course-v1:MITx+15.571x+3T2017
3329,course-v1:MITx+15.762x+1T2024
3330,course-v1:MITx+15.763x+3T2024
3331,course-v1:MITx+15.S05x+2T2024
3332,course-v1:MITx+17.TAEx+2T2023
3333,course-v1:MITx+18.6501x+1T2024
3334,course-v1:MITx+18.6501x+2T2024
3335,course-v1:MITx+2.005.1x+1T2024
3336,course-v1:MITx+2.008x+2T2024
3337,course-v1:MITx+2.05x+3T2016
3338,course-v1:MITx+2.25.1x+1T2024
3339,course-v1:MITx+2.25.2x+2T2024
3340,course-v1:MITx+2.830.1x+2T2024
3341,course-v1:MITx+2.830.2x+3T2024
3342,course-v1:MITx+2.854.1x+2T2024
3343,course-v1:MITx+2.854.2x+1T2024
3344,course-v1:MITx+2.961.1x+3T2024
3345,course-v1:MITx+2.961.2x+1T2025
3346,course-v1:MITx+21M.030.1x+2T2023
3347,course-v1:MITx+21M.030x+2T2023
3348,course-v1:MITx+22.011x+1T2024
3349,course-v1:MITx+22.811x+3T2024
3350,course-v1:MITx+3.MatSelx+3T2023
3351,course-v1:MITx+4.464x+1T2024
3352,course-v1:MITx+5.01x+1T2024
3353,course-v1:MITx+5.01x+2T2024
3354,course-v1:MITx+5.02x+2T2024
3355,course-v1:MITx+6.00.1x+2T2024
3356,course-v1:MITx+6.00.2x+1T2024
3357,course-v1:MITx+6.00.2x_6+3T2090
3358,course-v1:MITx+6.002.1x+2T2019
3359,course-v1:MITx+6.002.2x+2T2019
3360,course-v1:MITx+6.002.3x+2T2019
3361,course-v1:MITx+6.341x_1+3T2015
3362,course-v1:MITx+6.419x+2T2024
3363,course-v1:MITx+6.431x+1T2024
3364,course-v1:MITx+6.431x+3T2024
3365,course-v1:MITx+6.86x+2T2024
3366,course-v1:MITx+6.BDX+2015_T3
3367,course-v1:MITx+6.UWTDx+1T2024
3368,course-v1:MITx+7.00x+1T2024a
3369,course-v1:MITx+7.00x+TEST
3370,course-v1:MITx+7.03.1x+1T2024
3371,course-v1:MITx+7.03.2x+1T2024
3372,course-v1:MITx+7.03.3x+1T2024
3373,course-v1:MITx+7.05x+1T2024
3374,course-v1:MITx+7.06.1x+1T2024
3375,course-v1:MITx+7.06.2x+1T2024
3376,course-v1:MITx+7.06.3x+1T2024
3377,course-v1:MITx+7.28.1x+1T2024a
3378,course-v1:MITx+7.28.2x+1T2024
3379,course-v1:MITx+7.28.3x+1T2024
3380,course-v1:MITx+7.QBWx+1T2024
3381,course-v1:MITx+AGM+1T2024
3382,course-v1:MITx+AGM+2T2024
3383,course-v1:MITx+AHC+1T2024a
3384,course-v1:MITx+AHC+2T2024
3385,course-v1:MITx+AI+1T2024c
3386,course-v1:MITx+AI+1T2024d
3387,course-v1:MITx+AMS+1T2024a
3388,course-v1:MITx+AMS+3T2024
3389,course-v1:MITx+APH+1T2024a
3390,course-v1:MITx+BLC+1T2024a
3391,course-v1:MITx+BLN+1T2024a
3392,course-v1:MITx+Bootcamp1+2T2023
3393,course-v1:MITx+Bootcamp1+2T2023a
3394,course-v1:MITx+Bootcamp1+2T2023b
3395,course-v1:MITx+Bootcamp2+2T2023
3396,course-v1:MITx+BPD+2T2024
3397,course-v1:MITx+BSC+1T2024a
3398,course-v1:MITx+BSC+2T2024
3399,course-v1:MITx+CFE+1T2024
3400,course-v1:MITx+CFE+2T2024
3401,course-v1:MITx+CPS+2T2024
3402,course-v1:MITx+CRI+2T2024
3403,course-v1:MITx+CRP+1T2024
3404,course-v1:MITx+CRP+2T2024
3405,course-v1:MITx+CS101+2024_T1
3406,course-v1:MITx+CTL.CFx+1T2024
3407,course-v1:MITx+CTL.SC0x+1T2024
3408,course-v1:MITx+CTL.SC0x+2T2024
3409,course-v1:MITx+CTL.SC0x+3T2024
3410,course-v1:MITx+CTL.SC1x_1+1T2024
3411,course-v1:MITx+CTL.SC1x_1+2T2024
3412,course-v1:MITx+CTL.SC2x+1T2025a
3413,course-v1:MITx+CTL.SC2x+2T2024
3414,course-v1:MITx+CTL.SC3x+1T2024
3415,course-v1:MITx+CTL.SC3x+3T2024
3416,course-v1:MITx+CTL.SC4x+1T2025
3417,course-v1:MITx+CTL.SC4x+2T2024
3418,course-v1:MITx+DBS+1T2024
3419,course-v1:MITx+DBS+2T2024
3420,course-v1:MITx+DS.CFx+1T2024
3421,course-v1:MITx+DS.PAx+1T2020
3422,course-v1:MITx+DSR+1T2024
3423,course-v1:MITx+DTM+1T2024a
3424,course-v1:MITx+DTT+1T2024
3425,course-v1:MITx+DTT+3T2024
3426,course-v1:MITx+ENE.001x+2T2024
3427,course-v1:MITx+ETdiscussions+1T2023
3428,course-v1:MITx+fbe.123x+1T2023
3429,course-v1:MITx+FIN.Px+2T2022
3430,course-v1:MITx+HR3+2017_Q3
3431,course-v1:MITx+HST.953x+1T2024
3432,course-v1:MITx+HXD+1T2024
3433,course-v1:MITx+HXD+3T2024
3434,course-v1:MITx+IDS.S24x+2T2024
3435,course-v1:MITx+INN+2T2024
3436,course-v1:MITx+IOT+1T2024a
3437,course-v1:MITx+IOT+3T2024
3438,course-v1:MITx+ITS+1T2024a
3439,course-v1:MITx+LaunchX+3T2023
3440,course-v1:MITx+MAC+1T2024
3441,course-v1:MITx+MAS+2T2024a
3442,course-v1:MITx+MEDIA.101x+1T2019
3443,course-v1:MITx+MITENB01+2T2023a
3444,course-v1:MITx+MITENB02+2T2023a
3445,course-v1:MITx+MITENB03+2T2023a
3446,course-v1:MITx+MITFMT01+2T2023a
3447,course-v1:MITx+MITFMT02+2T2023a
3448,course-v1:MITx+MITFMT03+2T2023a
3449,course-v1:MITx+ML+1T2024b
3450,course-v1:MITx+NUR+1T2024a
3451,course-v1:MITx+PRS+1T2024a
3452,course-v1:MITx+PRS+2T2024
3453,course-v1:MITx+PTD+2T2024
3454,course-v1:MITx+RAI+1T2024a
3455,course-v1:MITx+RAI+2T2024a
3456,course-v1:MITx+ReACT.1x+3T2017
3457,course-v1:MITx+RES+2T2024
3458,course-v1:MITx+RLF+1T2024
3459,course-v1:MITx+SCM.283x+2T2024
3460,course-v1:MITx+SL+1T2024b
3461,course-v1:MITx+SMM+1T2024
3462,course-v1:MITx+STB+1T2024
3463,course-v1:MITx+STB+2T2024a
3464,course-v1:MITx+STS.081x+3T2023
3465,course-v1:MITx+SUR+2T2024
3466,course-v1:MITx+VJx+1T2024
3467,course-v1:MITx+Vpx+3T2023
3468,course-v1:MITx+WRK+1T2024
3469,course-v1:MITx_PRO+ENx+3T2017
3470,course-v1:MonashUniversity+BC18DMKT+2T2022e
3471,course-v1:MonashUniversity+BC24CYB+2T2022g
