,id
1290,course-v1:edX+NN18+2023Q3
1291,course-v1:edX+NN19+2023Q3
1292,course-v1:edX+NN20+2023Q3
1293,course-v1:edX+NN21+2023Q3
1294,course-v1:edX+NN22+2023Q3
1295,course-v1:edX+NN23+2023Q3
1296,course-v1:edX+NN24+2023Q3
1297,course-v1:edX+NN25+2023Q3
1298,course-v1:edX+NN26+2023Q3
1299,course-v1:edX+NN27+2023Q3
1300,course-v1:edX+NN28+2023Q3
1301,course-v1:edX+NN29+2023Q3
1302,course-v1:edX+NN30+2023Q3
1303,course-v1:edX+NN31+2023Q3
1304,course-v1:edX+NN32+2023Q3
1305,course-v1:edX+NN33+2023Q3
1306,course-v1:edX+NN34+2023Q3
1307,course-v1:edX+NN35+2023Q3
1308,course-v1:edX+NN36+2023Q3
1309,course-v1:edX+nova1+2023-1
1310,course-v1:edX+NUAMR001+2T2023
1311,course-v1:edX+NUAMR002+2T2023
1312,course-v1:edX+NUBRM01+2T2023
1313,course-v1:edX+NUBRM02+2T2023
1314,course-v1:edX+NUBUL01+2T2023
1315,course-v1:edX+NUBUL02+2T2023
1316,course-v1:edX+NUBUL03+2T2023
1317,course-v1:edX+NUBUL04+2T2023
1318,course-v1:edX+NUCBL01+2T2023
1319,course-v1:edX+NUCBL02+2T2023
1320,course-v1:edX+NUCBL03+2T2023
1321,course-v1:edX+NUDMM01+2T2023
1322,course-v1:edX+NUDMM02+2T2023
1323,course-v1:edX+NUDMM03+2T2023
1324,course-v1:edX+NUDTL01+2T2023
1325,course-v1:edX+NUDTL02+2T2023
1326,course-v1:edX+NUDTL03+2T2023
1327,course-v1:edX+NUDVT01+2T2023
1328,course-v1:edX+NUDVT02+2T2023
1329,course-v1:edX+NUDVT03+2T2023
1330,course-v1:edX+NUELF1+2T2023
1331,course-v1:edX+NUELF2+2T2023
1332,course-v1:edX+NUELF3+2T2023
1333,course-v1:edX+NUELF4+2T2023
1334,course-v1:edX+NUFEX01+2T2023a
1335,course-v1:edX+NUFEX02+2T2023a
1336,course-v1:edX+NUFEX03+2T2023
1337,course-v1:edX+NUMAR01+2T2023
1338,course-v1:edX+NUMAR02+2T2023
1339,course-v1:edX+NUMAR03+2T2023
1340,course-v1:edX+NUMRT01+2T2023
1341,course-v1:edX+NUMRT02+2T2023
1342,course-v1:edX+NUMRT03+2T2023
1343,course-v1:edX+NUPLD01+2T2023
1344,course-v1:edX+NUPLD02+2T2023
1345,course-v1:edX+NUPLD03+2T2023
1346,course-v1:edX+NUREI01+2T2023
1347,course-v1:edX+NUREI02+2T2023
1348,course-v1:edX+NUSBCAT01_TA+2023Q1
1349,course-v1:edX+NUSPRM01_TA+2023Q1
1350,course-v1:edX+NUSXDST01_TA+2023Q1
1351,course-v1:edX+OC-math-ml-python+3T2023
1352,course-v1:edX+OC-math-ml-R+2T2023
1353,course-v1:edX+OPENEDX100+2023
1354,course-v1:edX+ORA101+2023H2
1355,course-v1:edx+ORA_2+2021_T1
1356,course-v1:edX+OSUTICyb23+3T2023
1357,course-v1:edX+OSUTICyb23+3T2023a
1358,course-v1:edX+OSUTIHTM23+3T2023a
1359,course-v1:edX+OSUTIHTM23+3T2023b
1360,course-v1:edX+OSUTIPy23+3T2025
1361,course-v1:edX+OXFALGT01_TA+2023Q1
1362,course-v1:edX+OXFARIT01_TA+2023Q1
1363,course-v1:edX+OXFARIT02_TA+2023Q1
1364,course-v1:edX+OXFCLMT01_TA+2023Q1
1365,course-v1:edX+OXFINOT01_TA+2023Q1
1366,course-v1:edX+OXFLSCT01_TA+2023Q1
1367,course-v1:edX+OXFMNBT01_TA+2023Q1
1368,course-v1:edX+OXFORPT01_TA+2023Q1
1369,course-v1:edX+OXFPSFT01_TA+2023Q1
1370,course-v1:edX+PartnerSupportx+2T2023a
1371,course-v1:edX+PD1+3T2020
1372,course-v1:edX+PF101+2016
1373,course-v1:EdX+PL101+2019_T1
1374,course-v1:edX+PM01+2023Q3
1375,course-v1:edX+PM03+2023Q3
1376,course-v1:edX+PM04+2023Q3
1377,course-v1:EdX+PR101+Run1
1378,course-v1:edX+preview101+2023_h1
1379,course-v1:edx+prod-1180+2020_T1
1380,course-v1:edX+PROVA101+3T2020
1381,course-v1:edX+PS-Export-Import+2023_1
1382,course-v1:edX+PSTx+3T2017
1383,course-v1:edX+PSTx+3T2021
1384,course-v1:edX+PSx-SS-U1+Evergreen
1385,course-v1:edX+PSx1+2T2020
1386,course-v1:edX+PSx1+2T2021
1387,course-v1:edX+PSx1+3T2020
1388,course-v1:edX+PSx1+3T2021
1389,course-v1:edX+PS_Import_Shell+3T2022
1390,course-v1:edX+PS_Import_Shell+4T2022
1391,course-v1:edX+PT-100+3T2023
1392,course-v1:edX+PT101+2019_T1
1393,course-v1:edX+PT101+3T2023a
1394,course-v1:edX+PT201+2019_T2
1395,course-v1:edX+QA101+2023_T2
1396,course-v1:edx+rdemox+1T2022
1397,course-v1:edX+RevTest1+2018_1
1398,course-v1:edX+RICEREDT01_TA+2023Q1
1399,course-v1:edX+RiceTICy23+3T2023
1400,course-v1:edX+RiceTIHT23+3T2023
1401,course-v1:edX+RiceTIPy23+3T2023
1402,course-v1:edX+RunWedXNEW+2024_T1
1403,course-v1:edX+SAM101+SAM101_T1
1404,course-v1:edX+SANDBOXTryIt+3T2023
1405,course-v1:edX+SB101+2024_0919
1406,course-v1:edX+SC01+2023-05
1407,course-v1:edX+scorm101+hackathon
1408,course-v1:edX+sdafasdf+asdfasdf
1409,course-v1:edx+sh101+this_is_a_really_really_really_really_really_loooong_name
1410,course-v1:edX+SMT1+2T2023
1411,course-v1:edX+SRP225.2+2018_T1
1412,course-v1:edX+SSTEST+1T2017
1413,course-v1:edX+STANHLC01+2024_T1
1414,course-v1:edX+STANNUT01_TA+2023Q1
1415,course-v1:edX+STANTEL003+1T2025
1416,course-v1:edX+STANTEL01+2T2024
1417,course-v1:edX+STANTEL02+3T2050
1418,course-v1:edX+STANWELT01_TA+2023Q1
1419,course-v1:edX+StudioX+2015
1420,course-v1:edX+TA50+2023Q4
1421,course-v1:edX+TA60+2023Q4
1422,course-v1:edX+TA70+2023Q4
1423,course-v1:EdX+TC101+2020_T2
1424,course-v1:edX+TC102+1T2031
1425,course-v1:edX+TC102+1T2031a
1426,course-v1:edX+TC102+1T2032
1427,course-v1:edX+TC102+1T2033
1428,course-v1:edX+TCCTICyb23+3T2023
1429,course-v1:edX+TCCTIPy23+3T2023
1430,course-v1:edX+TecTICyb23+3T2023
1431,course-v1:edX+TecTIHTM23+3T2023
1432,course-v1:edX+TecTIPy23+3T2023
1433,course-v1:edX+test+1
1434,course-v1:edx+test-a1.09-a---------injn9h99uhoijnknkjnkj9j98j9im87y+adwww34d
1435,course-v1:edx+test-discussions+2023_Q2
1436,course-v1:edX+Test01+RunForestRun
1437,course-v1:edX+test101+1
1438,course-v1:edX+test101+2021_T1
1439,course-v1:edx+test101+test
1440,course-v1:edX+Test101+test101x
1441,course-v1:edX+test111+2023test
1442,course-v1:edX+TEST1714+test
1443,course-v1:edx+test22222+2023test2
1444,course-v1:edX+test2u+2022T1
1445,course-v1:edX+Test2x+3T2017
1446,course-v1:edX+testgt101+2T2020
1447,course-v1:edX+testgt101+3T2020
1448,course-v1:edX+Testing+2021T3
1449,course-v1:edX+TestMarionaPC+3T2040
1450,course-v1:edX+TestMarionaPC+3T2045
1451,course-v1:edX+testpr1+1
1452,course-v1:edX+TestVerifiedTrack101+Summer2019
1453,course-v1:edX+test_test+1T2030
1454,course-v1:edX+TH01+2023-05
1455,course-v1:edX+TH01+2023Q1
1456,course-v1:edX+TI01+2023Q1
1457,course-v1:edX+TI02+2023Q1
1458,course-v1:edX+TI02+2023Q3
1459,course-v1:edX+TI03+2023Q1
1460,course-v1:edX+TI04+2023Q1
1461,course-v1:edX+TI05+2023Q1
1462,course-v1:edX+TI06+2023Q1
1463,course-v1:edX+TI07+2023Q1
1464,course-v1:edX+TI08+2023Q1
1465,course-v1:edX+TI09+2023Q1
1466,course-v1:edX+TI10+2023Q1
1467,course-v1:edX+TI11+2023Q1
1468,course-v1:edX+TI12+2023Q1
1469,course-v1:edX+TI13+2023Q1
1470,course-v1:edX+TI14+2023Q1
1471,course-v1:edX+TI15+2023Q1
1472,course-v1:edX+TI16+2023Q1
1473,course-v1:edX+TI17+2023Q1
1474,course-v1:edX+TICA001+2023Q3
1475,course-v1:edX+TICA002+2023Q3
1476,course-v1:edX+TICA003+2023Q3
1477,course-v1:edX+TICA004+2023Q3
1478,course-v1:edX+TICA005+2023Q3
1479,course-v1:edX+TM01+2023Q3
1480,course-v1:edX+TM02+2023Q3
1481,course-v1:edX+TM03+2023Q3
1482,course-v1:edX+TM04+2023Q3
1483,course-v1:edx+TNL-10871+Q32023
1484,course-v1:edX+TrainingX+2T2024
1485,course-v1:edX+try-it-example+2023
1486,course-v1:edX+TryItToolTestingCN01+2023_Q3
1487,course-v1:edX+TS01+2023-05
1488,course-v1:edX+TS1+2023_Q3
1489,course-v1:edX+TS101+2020_T1
1490,course-v1:edX+TS102+2020_T1
1491,course-v1:edX+TS103+2020_T1
1492,course-v1:edX+tsc1+tsc1
1493,course-v1:edX+UCFTIHTM23+3T2023
1494,course-v1:edX+UCFTIPy23+3T2023
1495,course-v1:edX+UCITICyb23+3T2024
1496,course-v1:edX+UCITIHTM23+3T2023
1497,course-v1:edX+UCITIPy23+3T2024
1498,course-v1:edX+UCRTICyb23+3T2023
1499,course-v1:edX+UCRTIHTM23+3T2023
1500,course-v1:edX+UCRTIPy23+3T2023
1501,course-v1:edX+UCTAPMT01_TA+2023Q1
1502,course-v1:edX+UCTARMT01_TA+2023Q1
1503,course-v1:edX+UCTCEST01_TA+2023Q1
1504,course-v1:edX+UCTCHMT01_TA+2023Q1
1505,course-v1:edX+UCTCPT01_TA+2023Q1
1506,course-v1:edX+UCTDPT01_TA+2023Q1
1507,course-v1:edX+UCTIEMT01+2023Q1
1508,course-v1:edX+UCTMHMS01+2T2023
1509,course-v1:edX+UCTPMT01_TA+2023Q1
1510,course-v1:edX+UCTWDST01_TA+2023Q4
1511,course-v1:edX+UNCCTICy23+3T2023
1512,course-v1:edX+UNCCTIHT23+3T2023
1513,course-v1:edX+UNCCTIPy23+3T2023
1514,course-v1:edX+UNCTICyb23+3T2023
1515,course-v1:edX+UNCTIHTM23+3T2023
1516,course-v1:edX+UNCTIPy23+3T2023
1517,course-v1:edX+UNHTIHTM23+3T2023
1518,course-v1:edX+UNHTIPy23+3T2023
1519,course-v1:edX+URTICyb23+3T2023
1520,course-v1:edX+URTIHTM23+3T2023
1521,course-v1:edX+URTIPy23+3T2023
1522,course-v1:edX+UTATICy23+3T2023
1523,course-v1:edX+UTATIHT23+3T2023
1524,course-v1:edX+UTATIPy23+3T2023
1525,course-v1:edX+UTORHALT01_TA+2023Q1
1526,course-v1:edX+UTSATICy23+3T2023
1527,course-v1:edX+UTSATIHT23+3T2023
1528,course-v1:edX+UTSATIPy23+3T2023
1529,course-v1:edX+UWATICyb23+3T2023
1530,course-v1:edX+UWATIHTM23+3T2023
1531,course-v1:edX+UWATIPy23+3T2023
1532,course-v1:edX+UX101+2014_t2
1533,course-v1:edX+UX101+2020_Q3
1534,course-v1:edX+UX101+3000_T1
1535,course-v1:edX+ux102+2021_aa
1536,course-v1:edX+VideoX+2015
1537,course-v1:edX+VUTICyb23+3T2023
1538,course-v1:edX+VUTIHTM23+3T2023
1539,course-v1:edX+VUTIPy23+3T2023
1540,course-v1:edX+WC101+2023_F
1541,course-v1:edX+WisTIHTM23+3T2023
1542,course-v1:edX+WisTIPy23+3T2023
1543,course-v1:edX+ws101+2022_q3
1544,course-v1:edX+WUSTICyb23+3T2023
1545,course-v1:edX+WUSTIHTM23+3T2023
1546,course-v1:edX+WUSTIPy23+3T2023
1547,course-v1:edX+YALEWLPT01+2023PT01
1548,course-v1:edX+ZM01+2023-05
1549,course-v1:edx-testing+edx-testing+cp-testing
1550,course-v1:edX1+almentor-sandbox+Q3_2023
1551,course-v1:edx1+dassault-sandbox+Q2_2023
1552,course-v1:edX1+fsc100+2023_Q1
1553,course-v1:edX1+FTP101+2021_T1
1554,course-v1:edX1+ibm-sandbox+2023
1555,course-v1:edX1+jrr101+2021_T1
1556,course-v1:edX1+Moo101+2023_H1
1557,course-v1:edX1+nejm101+Q4_2023
1558,course-v1:edx1+osm101-sandbox+2023_Q1
1559,course-v1:edX1+SCS101+2020_T1
1560,course-v1:edX1+straighterline+Q2_2023
1561,course-v1:edX1+xpert-translations-sandbox+2023
1562,course-v1:edXandHarvard+VID101x+9999TEST1T2001
1563,course-v1:EIT_Food+F4T+1T2024
1564,course-v1:EIT_Food+FWVx+3T2023
1565,course-v1:EIT_Food+HM+3T2023
1566,course-v1:EIT_Food+NHS1x+3T2023
1567,course-v1:Enodo+Test101+1T2020
1568,course-v1:EPFLx+Algebre2X+1T2017
1569,course-v1:EPFLx+Algebre3X+1T2017
1570,course-v1:EPFLx+AlgebreX+1T2017
1571,course-v1:EPFLx+analyse1-1x+2T2022a
1572,course-v1:EPFLx+analyse1-2x+2T2022a
1573,course-v1:EPFLx+analyse1-3x+2T2022a
1574,course-v1:EPFLx+analyse1-4x+2T2022a
1575,course-v1:EPFLx+analyse1-5x+2T2022a
1576,course-v1:EPFLx+analyse1-6x+2T2022a
1577,course-v1:EPFLx+analyse1-7x+3T2022
1578,course-v1:EPFLx+BIO465.1x+2T2018
1579,course-v1:EPFLx+BIO465.2x+2T2018
1580,course-v1:EPFLx+BrainX+T1_2016
1581,course-v1:EPFLx+CECAM+3T2022
1582,course-v1:EPFLx+cement2X+2T2021
1583,course-v1:EPFLx+cementX+3T2018
1584,course-v1:EPFLx+ChoiceModels2x+3T2021
1585,course-v1:EPFLx+CycleVie1x+2T2018
1586,course-v1:EPFLx+deleted-mecanique-newton+deleted-3T2020
1587,course-v1:EPFLx+DHA+2T2023
1588,course-v1:EPFLx+DiscreteChoiceX+3T2020
1589,course-v1:EPFLx+DSP1+1T2023
1590,course-v1:EPFLx+DSP2+1T2023
1591,course-v1:EPFLx+DSP3+1T2023
1592,course-v1:EPFLx+DSP4+1T2023
1593,course-v1:EPFLx+EE-100Bx+T1_2016
1594,course-v1:EPFLx+EE-102B.1x+2T2017
1595,course-v1:EPFLx+EE585x+1T2021
1596,course-v1:EPFLx+electromecaniX+3T2018
1597,course-v1:EPFLx+electromecaniX1+3T2020
1598,course-v1:EPFLx+electron-microscopy-1+2T2024
1599,course-v1:EPFLx+Electroni2X+3T2019
1600,course-v1:EPFLx+ElectroniX+3T2019
1601,course-v1:EPFLx+EspaceX+3T2018
1602,course-v1:EPFLx+FndBioImg2x+1T2017
1603,course-v1:EPFLx+FndBioImgx+1T2017
1604,course-v1:EPFLx+HousingX+3T2021
1605,course-v1:EPFLx+Immuno_1X+3T2019
1606,course-v1:EPFLx+Innov4DevX+3T2019
1607,course-v1:EPFLx+IoTx+2T2020
1608,course-v1:EPFLx+IPA4LSx+3T2019
1609,course-v1:EPFLx+IPA4LSx+3T2021
1610,course-v1:EPFLx+MANIFOLDS1x+3T2023
1611,course-v1:EPFLx+MARKETSx+2T2019
1612,course-v1:EPFLx+MatlabeOctaveBeginnersX+1T2017
1613,course-v1:EPFLx+matlaboctaveX+2T2016
1614,course-v1:EPFLx+mécanique-newtonX+3T2020
1615,course-v1:EPFLx+memsX+3T2018
1616,course-v1:EPFLx+mobilite-urbanisme+2T2024
1617,course-v1:EPFLx+Multi-BrainX+2T2018
1618,course-v1:EPFLx+natureX+T3_2016
1619,course-v1:EPFLx+Neuro_Gen+1T2023
1620,course-v1:EPFLx+new-space-economyX+1T2022
1621,course-v1:EPFLx+NewVentureX+2T2019
1622,course-v1:EPFLx+NMR101x+2016_T1
1623,course-v1:EPFLx+optimizationX-1+3T2020
1624,course-v1:EPFLx+optimizationX-2+3T2020
1625,course-v1:EPFLx+optimizationX-3+3T2020
1626,course-v1:EPFLx+OrchestrationGraphsX+2T2020
1627,course-v1:EPFLx+PENSEE-INFORMATIQUEx+3T2020
1628,course-v1:EPFLx+PHYS-209-ENx+3T2016
1629,course-v1:EPFLx+PHYS-209x+3T2016
1630,course-v1:EPFLx+phys-gen-meca-1+3T2023
1631,course-v1:EPFLx+planification-mobilites+2T2024
1632,course-v1:EPFLx+PlasmaApplicationX+1T_2018
1633,course-v1:EPFLx+PlasmaIntroductionX+1T_2018
1634,course-v1:EPFLx+quantumX+3T2020
1635,course-v1:EPFLx+Radio2X+3T2021
1636,course-v1:EPFLx+RadioX+1T2021
1637,course-v1:EPFLx+SIG1.1x+3T2015
1638,course-v1:EPFLx+SIG1.2x+1T2016
1639,course-v1:EPFLx+SimNeuroX+3T2019
1640,course-v1:EPFLx+SimNeuroX+3T2021
1641,course-v1:EPFLx+SimNeuro_2+3T2021
1642,course-v1:EPFLx+SmartCitiesX+2T2017
1643,course-v1:EPFLx+SpaceX+3T2018
1644,course-v1:EPFLx+STATPHYSx+1T2023
1645,course-v1:EPFLx+Sustainable.InfrastructureX+2T2020
1646,course-v1:EPFLx+sustainablecitiesX+1T2023
1647,course-v1:EPFLx+Synchrotrons2X+1T2024
1648,course-v1:EPFLx+SynchrotronsX+3T2023
1649,course-v1:EPFLx+TeachingX+1T2024
1650,course-v1:EPFLx+Tech4DRR+3T2018
1651,course-v1:EPFLx+test_course+1T2050
1652,course-v1:EPFLx+theorie-des-groupes-1+3T2023
1653,course-v1:EPFLx+THYMIO-DE+3T2020
1654,course-v1:EPFLx+THYMIO-EN+2T2023
1655,course-v1:EPFLx+THYMIO-IT+3T2021
1656,course-v1:EPFLx+THYMIOx+3T2018
1657,course-v1:EPFLx+timber-plate+3T2022
1658,course-v1:EPFLx+transport-systemsX+3T2018
1659,course-v1:EPFLx+TrigoExpX+2T2017
1660,course-v1:EPFLx+UrbanInfrastructuresX+2T2017
1661,course-v1:EPFLx+villes-africaines-3+1T2022
1662,course-v1:Escola_do_Caos+EDC_001+2T2024
1663,course-v1:ESMTBerlin+BC24PTFSF+2T2022d
1664,course-v1:ETHx+ACML-01x+1T2024
1665,course-v1:ETHx+AMRx+2T2020
1666,course-v1:ETHx+Coti1+1T2024
1667,course-v1:ETHx+DRRS-01+1T2023
1668,course-v1:ETHx+DRRS-02+1T2024
1669,course-v1:ETHx+DT-01x+3T2023
1670,course-v1:ETHx+eDNA-01x+1T2024
1671,course-v1:ETHx+LE-01x+3T2023
1672,course-v1:ETHx+LE-01x+3T2024
1673,course-v1:ETSx+2021.1+2T2021
1674,course-v1:ETSx+ETSx2021Essentials01+2T2021
1675,course-v1:ETSx+TOEFLx+2T2022
1676,course-v1:FedericaX+44+3T2020a
1677,course-v1:FedericaX+45+3T2020a
1678,course-v1:FedericaX+46+3T2021a
1679,course-v1:FedericaX+47+3T2020a
1680,course-v1:FedericaX+48+3T2020
1681,course-v1:FedericaX+49+3T2020
1682,course-v1:FedericaX+50+3T2020a
1683,course-v1:FedericaX+51+3T2020a
1684,course-v1:FedericaX+53+3T2020a
1685,course-v1:FedericaX+54+3T2020a
1686,course-v1:FedericaX+56+3T2020
1687,course-v1:FedericaX+57+3T2020a
1688,course-v1:FedericaX+58+3T2020a
1689,course-v1:FedericaX+59+3T2021a
1690,course-v1:FedericaX+60+3T2020a
1691,course-v1:FedericaX+61+3T2020a
1692,course-v1:FedericaX+62+3T2020a
1693,course-v1:FedericaX+63+3T2020a
1694,course-v1:FedericaX+64+3T2020
1695,course-v1:FedericaX+66+3T2020a
1696,course-v1:FedericaX+69+3T2020a
1697,course-v1:FedericaX+70+3T2020a
1698,course-v1:FedericaX+71+3T2020
1699,course-v1:FedericaX+74+1T2021a
1700,course-v1:FedericaX+74+2T2021
1701,course-v1:FedericaX+75+2T2021
1702,course-v1:FedericaX+76+2T2021
1703,course-v1:FedericaX+77+2T2021
1704,course-v1:FedericaX+78+2T2021
1705,course-v1:FedericaX+79+2T2021
1706,course-v1:FedericaX+80+2T2021a
1707,course-v1:FedericaX+81+2T2021
1708,course-v1:FedericaX+82+2T2021
1709,course-v1:FedericaX+83+2T2021
1710,course-v1:FedericaX+84+2T2021
1711,course-v1:FedericaX+85+2T2021
1712,course-v1:FedericaX+86+2T2021a
1713,course-v1:FedericaX+87+2T2021a
1714,course-v1:FedericaX+88+2T2021
1715,course-v1:FedericaX+90+2T2021a
1716,course-v1:FedericaX+91+3T2021
1717,course-v1:FedericaX+92+3T2021
1718,course-v1:FedericaX+A1.1+3T2023
1719,course-v1:FedericaX+A2.1+3T2023
1720,course-v1:FedericaX+Fed.X-20+3T2020
1721,course-v1:FedericaX+Fed.X-21+1T2021
1722,course-v1:FedericaX+Fed.X-22+1T2018
1723,course-v1:FedericaX+Fed.X-23+3T2020
1724,course-v1:FedericaX+Fed.X-24+3T2020
1725,course-v1:FedericaX+Fed.X-25+3T2020
1726,course-v1:FedericaX+Fed.X-26+3T2020
1727,course-v1:FedericaX+Fed.X-27+3T2020
1728,course-v1:FedericaX+Fed.X-28+3T2020
1729,course-v1:FedericaX+Fed.X-29+3T2020
1730,course-v1:FedericaX+Fed.X-30+3T2020
1731,course-v1:FedericaX+Fed.X-31+3T2020
1732,course-v1:FedericaX+Fed.X-32+3T2020
1733,course-v1:FedericaX+Fed.X-33+3T2020
1734,course-v1:FedericaX+Fed.X-34+3T2020
1735,course-v1:FedericaX+Fed.X-35+3T2020
1736,course-v1:FedericaX+Fed.X-36+3T2020
1737,course-v1:FedericaX+Fed.X-37+3T2020
1738,course-v1:FedericaX+Fed.X-38+3T2020
1739,course-v1:FedericaX+Fed.X-39+3T2020
1740,course-v1:FedericaX+Fed.X-40+1T2030
1741,course-v1:FedericaX+Fed.X-40+3T2020
1742,course-v1:FedericaX+Fed.X-41+3T2020
1743,course-v1:FedericaX+Fed.X-42+3T2020
1744,course-v1:FedericaX+Fed.X-43+3T2020
1745,course-v1:FedericaX+Fed.X-68+3T2020
1746,course-v1:FedericaX+Fed.X15+1T2021
1747,course-v1:FedericaX+Fed.X16+1T2021
1748,course-v1:FedericaX+Fed.X17+1T2021
1749,course-v1:FedericaX+Fed.X18+1T2021
1750,course-v1:FedericaX+Fed.X19+1T2021
1751,course-v1:FedericaX+Fed.X21+1T2018
1752,course-v1:FedericaX+Fed01+3T2020
1753,course-v1:FedericaX+Fed02+3T2020
1754,course-v1:FedericaX+Fed03+3T2020
1755,course-v1:FedericaX+Fed04+3T2020
1756,course-v1:FedericaX+Fed05+3T2020
1757,course-v1:FedericaX+Fed06+3T2020
1758,course-v1:FedericaX+Fed07+3T2020
1759,course-v1:FedericaX+Fed08+3T2020
1760,course-v1:FedericaX+Fed09+3T2020
1761,course-v1:FedericaX+Fed10+3T2020
1762,course-v1:FedericaX+Fed11+3T2020
1763,course-v1:FedericaX+Fed12+3T2020
1764,course-v1:FedericaX+Fed43+3T2020
1765,course-v1:Fortinet+FG101+1T2024
1766,course-v1:Fortinet+FM101+1T2024
1767,course-v1:Fortinet+NSE4-1+3T2023
1768,course-v1:FullbridgeX+Career1x+3T2023
1769,course-v1:FullbridgeX+Career2x+3T2023
1770,course-v1:FullbridgeX+Career3x+3T2023
1771,course-v1:FullbridgeX+Career4x+3T2023
1772,course-v1:FullbridgeX+Career5x+3T2023
1773,course-v1:FullbridgeX+FBCareer1x+3T2015
1774,course-v1:GalileoX+AI001+1T2024a
1775,course-v1:GalileoX+Aprendizaje_001+1T2024
1776,course-v1:GalileoX+CElectronica001x+1T2024
1777,course-v1:GalileoX+CElectronica002x+1T2024
1778,course-v1:GalileoX+CElectronica003x+1T2024
1779,course-v1:GalileoX+CElectronica004x+1T2024
1780,course-v1:GalileoX+CMath001Rx+1T2024
1781,course-v1:GalileoX+CMath002X+1T2024
1782,course-v1:GalileoX+CNeg001Rx+1T2024
1783,course-v1:GalileoX+C_AMultivariable01+1T2024
1784,course-v1:GalileoX+C_Estadistica01+1T2024
1785,course-v1:GalileoX+Energia004+1T2024
1786,course-v1:GalileoX+Energia005+1T2024
1787,course-v1:GalileoX+Energia006+1T2024
1788,course-v1:GalileoX+GalileoXAI002+1T2024
1789,course-v1:GalileoX+GalileoXAI002_V2+1T2024
1790,course-v1:GalileoX+IOT001+1T2024
1791,course-v1:GalileoX+IOT002+1T2024
1792,course-v1:GalileoX+IoT003+1T2024
1793,course-v1:GalileoX+PCPSTA01x+1T2018a
1794,course-v1:GalileoX+PCPSTA01x+1T2024
1795,course-v1:GalileoX+PCPSTA02x+1T2024
1796,course-v1:GalileoX+Progra001+1T2024
1797,course-v1:GalileoX+XS_Mate001+1T2024
1798,course-v1:Galileo_UPValenciaX+GalileoX_UPV_IA001+1T2024
1799,course-v1:GeorgetownX+econ-491+2T2021
1800,course-v1:GeorgetownX+GBUS-493-01+2T2020
1801,course-v1:GeorgetownX+GBUS-493-02+2T2020
1802,course-v1:GeorgetownX+GBUS-493-03+2T2020
1803,course-v1:GeorgetownX+GBUX-403-04x+1T2017
1804,course-v1:GeorgetownX+GBUX-403x+1T2017_4
1805,course-v1:GeorgetownX+GUCEI-2021+3T2021
1806,course-v1:GeorgetownX+GUIX-501-03x+3T2019
1807,course-v1:GeorgetownX+GUIX-501-04x+3T2019
1808,course-v1:GeorgetownX+PHYS-155+1T2024
1809,course-v1:GeorgetownX+PHYS-155-CAMPUS+1T2024
1810,course-v1:GeorgetownX+SLSX401+1T2023
1811,course-v1:GeorgetownX+SLSX402+3T2021
1812,course-v1:GeorgetownX+SLSX403+3T2021
1813,course-v1:GeorgetownX+SLSX404+1T2022
1814,course-v1:GeorgetownX+test1+3T2018
1815,course-v1:GeorgetownX+THEO192+3T2018
1816,course-v1:GetSmarter+WBGS+2T2024
1817,course-v1:Google+PSWG1+3T2020
1818,course-v1:Google+test101+2T2020
1819,course-v1:Google+WebML101+1T2023
1820,course-v1:Google+WebML102+1T2024
1821,course-v1:GoogleCloud+Test101x+Test2022
1822,course-v1:GTx+AI4E101x+1T2024
1823,course-v1:GTx+AI4E102x+1T2024
1824,course-v1:GTx+AI4E103x+1T2024
1825,course-v1:GTx+BC18DMKT+2T2022c
1826,course-v1:GTx+BC24CYB+2T2022
1827,course-v1:GTx+BC24DV+2T2022aa
1828,course-v1:GTx+BC24PDM+2T2022b
1829,course-v1:GTx+BC24PTFSF+2T2022f
1830,course-v1:GTx+BC24UX+2T2022d
1831,course-v1:GTx+blankcourse+2T2019
1832,course-v1:GTx+cctest101+1T2021
1833,course-v1:GTx+CS1301+1T2024a
1834,course-v1:GTx+CS1301+2T2023
1835,course-v1:GTx+CS1301xI+1T2024
1836,course-v1:GTx+CS1301xI+1T2025
1837,course-v1:GTx+CS1301xI+1T2026
1838,course-v1:GTx+CS1301xII+1T2024
1839,course-v1:GTx+CS1301xII+1T2025
1840,course-v1:GTx+CS1301xII+1T2026
1841,course-v1:GTx+CS1301xIII+1T2024
1842,course-v1:GTx+CS1301xIII+1T2025
1843,course-v1:GTx+CS1301xIII+1T2026
1844,course-v1:GTx+CS1301xIV+1T2024
1845,course-v1:GTx+CS1301xIV+1T2025
1846,course-v1:GTx+CS1301xIV+1T2026
1847,course-v1:GTx+CS1315x+3T2017
1848,course-v1:GTx+CS1331xI+2T2023
1849,course-v1:GTx+CS1331xI+2T2024
1850,course-v1:GTx+CS1331xI+2T2025
1851,course-v1:GTx+CS1331xII+2T2023
1852,course-v1:GTx+CS1331xII+2T2024
1853,course-v1:GTx+CS1331xII+2T2025
1854,course-v1:GTx+CS1331xIII+2T2023
1855,course-v1:GTx+CS1331xIII+2T2024
1856,course-v1:GTx+CS1331xIII+2T2025
1857,course-v1:GTx+CS1332xI+1T2024
1858,course-v1:GTx+CS1332xI+1T2025
1859,course-v1:GTx+CS1332xII+1T2024
1860,course-v1:GTx+CS1332xII+1T2025
